0.000000,0.226678
0.001120,0.227167
0.002061,0.227606
0.003009,0.228292
0.004009,0.229801
0.005017,0.230560
0.006003,0.232224
0.007014,0.232892
0.008015,0.234561
0.009015,0.236710
0.010009,0.237876
0.011001,0.239015
0.012003,0.239975
0.013002,0.241246
0.014002,0.241886
0.015008,0.242490
0.016010,0.243967
0.017002,0.247926
0.018017,0.248960
0.019000,0.249787
0.020012,0.250995
0.021012,0.251680
0.022000,0.253473
0.023016,0.254355
0.024004,0.255073
0.025009,0.258750
0.026007,0.259810
0.027014,0.261388
0.028009,0.262170
0.029007,0.264570
0.030028,0.267030
0.031002,0.267702
0.032041,0.268480
0.033010,0.269390
0.034006,0.270217
0.035037,0.271671
0.036017,0.272801
0.037007,0.274580
0.038014,0.275220
0.039006,0.277017
0.040000,0.277520
0.041002,0.278430
0.042005,0.278978
0.043000,0.280131
0.044003,0.280954
0.045017,0.281585
0.046016,0.282719
0.047001,0.283267
0.048005,0.283802
0.049001,0.284534
0.050010,0.285256
0.051012,0.285805
0.052008,0.286651
0.053003,0.287447
0.054048,0.287922
0.055004,0.288631
0.056000,0.289280
0.057008,0.289792
0.058009,0.290606
0.059012,0.291123
0.060030,0.291530
0.061025,0.292074
0.062028,0.292650
0.063011,0.293336
0.064005,0.294068
0.065065,0.294662
0.066001,0.295092
0.067017,0.295641
0.068008,0.296267
0.069000,0.296656
0.070003,0.297314
0.071002,0.297643
0.072001,0.298187
0.073017,0.298901
0.074001,0.299472
0.075004,0.299824
0.076020,0.300451
0.077021,0.300716
0.078014,0.301251
0.079024,0.301521
0.080015,0.302092
0.081005,0.302339
0.082004,0.304091
0.083003,0.304571
0.084003,0.305193
0.085031,0.305517
0.086008,0.306075
0.087003,0.306724
0.088008,0.307177
0.089009,0.307817
0.090002,0.308549
0.091006,0.309431
0.092005,0.309989
0.093000,0.310675
0.094010,0.311301
0.095018,0.312143
0.096008,0.312586
0.097004,0.313249
0.098015,0.313903
0.099034,0.314356
0.100038,0.315046
0.101005,0.315645
0.102002,0.316162
0.103041,0.316788
0.104003,0.317561
0.105004,0.318041
0.106000,0.319043
0.107011,0.319715
0.108007,0.320616
0.109015,0.321324
0.110046,0.322102
0.111024,0.323149
0.112012,0.323976
0.113026,0.324539
0.114022,0.325440
0.115038,0.326176
0.116000,0.326985
0.117031,0.327799
0.118013,0.328339
0.119038,0.329034
0.120003,0.329591
0.121004,0.330373
0.122001,0.331091
0.123007,0.331786
0.124024,0.332326
0.125000,0.333158
0.126004,0.333917
0.127004,0.334717
0.128036,0.335421
0.129008,0.336112
0.130001,0.336693
0.131024,0.337392
0.132010,0.338064
0.133002,0.338919
0.134003,0.339637
